LINK_ID	GEOMETRY
37233	LINESTRING (980352.54024617 -4280448.86763977,980348.71929451 -4280465.92499921,980308.87695964 -4280638.15829206,980293.36969954 -4280708.01503595,980289.03455383 -4280728.275393,980288.50652445 -4280730.72655653)
37234	LINESTRING (980288.50652445 -4280730.72655653,980289.03455383 -4280728.275393,980293.36969954 -4280708.01503595,980308.87695964 -4280638.15829206,980348.71929451 -4280465.92499921,980352.54024617 -4280448.86763977)
37235	LINESTRING (980280.07967876 -4280762.34171396)
37236	LINESTRING (980280.07967876 -4280762.34171396)
37237	LINESTRING (962011.88171145 -4279035.27257657,962022.07926292 -4279052.04788719,962031.46885872 -4279069.31316927,962054.74251222 -4279113.0918564,962061.96365006 -4279125.38721738,962073.30307875 -4279142.54156336,962082.55203086 -4279154.34071749,962087.15569494 -4279158.32342119)
37238	LINESTRING (962087.15569494 -4279158.32342119,962082.55203086 -4279154.34071749,962073.30307875 -4279142.54156336,962061.96365006 -4279125.38721738,962054.74251222 -4279113.0918564,962031.46885872 -4279069.31316927,962022.07926292 -4279052.04788719,962011.88171145 -4279035.27257657)
37241	LINESTRING (961731.69384715 -4278658.88625498,961704.74597776 -4278618.65443086)
37242	LINESTRING (961704.74597776 -4278618.65443086,961731.69384715 -4278658.88625498)
37245	LINESTRING (961787.32554521 -4278741.90847568)
37246	LINESTRING (961787.32554521 -4278741.90847568)
37249	LINESTRING (970077.60760202 -4300472.22391502,970083.06854484 -4300480.07658122,970087.67554379 -4300488.54936371,970094.02636404 -4300502.57687449,970099.06565283 -4300515.2455324)
37250	LINESTRING (970099.06565283 -4300515.2455324,970094.02636404 -4300502.57687449,970087.67554379 -4300488.54936371,970083.06854484 -4300480.07658122,970077.60760202 -4300472.22391502)
37251	LINESTRING (970077.36108039 -4300507.61830395,970069.9569715 -4300489.68801281,970064.66479788 -4300478.68958751,970057.72873386 -4300467.69295682,970052.92485623 -4300461.16428442,970036.32105853 -4300442.26057621,970014.81726002 -4300416.80864164,970008.25849391 -4300409.82377802,969997.92873746 -4300398.8215354,969986.6101739 -4300383.68682885,969978.71803444 -4300371.32893983,969973.00445888 -4300360.37217484,969965.78690529 -4300343.7584583,969958.59094183 -4300325.47672645,969946.6999928 -4300297.69476182,969943.8794932 -4300288.80689333,969943.28084558 -4300286.91646253,969940.15411316 -4300271.68076479,969940.38580528 -4300254.82255963,969942.77372931 -4300227.23701233,969947.4749296 -4300201.84890264,969954.41614139 -4300166.60379407,969961.49111893 -4300135.81979363,969964.40978659 -4300127.24380216,969968.9336628 -4300115.96163084,969974.1846025 -4300104.90001081,969977.80041142 -4300099.11966705,969986.47700268 -4300087.39407595,969995.90194931 -4300073.61579821,970003.52984985 -4300061.08115702,970007.45772975 -4300052.64957347,970011.940275 -4300040.92673637,970015.39548793 -4300029.87608086,970017.7482937 -4300016.59952281,970018.38266456 -4300003.26220556,970017.58690847 -4299992.1532605,970017.28878053 -4299984.49492737,970017.11295712 -4299980.10865322)
37252	LINESTRING (970017.11295712 -4299980.10865322,970017.28878053 -4299984.49492737,970017.58690847 -4299992.1532605,970018.38266456 -4300003.26220556,970017.7482937 -4300016.59952281,970015.39548793 -4300029.87608086,970011.940275 -4300040.92673637,970007.45772975 -4300052.64957347,970003.52984985 -4300061.08115702,969995.90194931 -4300073.61579821,969986.47700268 -4300087.39407595,969977.80041142 -4300099.11966705,969974.1846025 -4300104.90001081,969968.9336628 -4300115.96163084,969964.40978659 -4300127.24380216,969961.49111893 -4300135.81979363,969954.41614139 -4300166.60379407,969947.4749296 -4300201.84890264,969942.77372931 -4300227.23701233,969940.38580528 -4300254.82255963,969940.15411316 -4300271.68076479,969943.28084558 -4300286.91646253,969943.8794932 -4300288.80689333,969946.6999928 -4300297.69476182,969958.59094183 -4300325.47672645,969965.78690529 -4300343.7584583,969973.00445888 -4300360.37217484,969978.71803444 -4300371.32893983,969986.6101739 -4300383.68682885,969997.92873746 -4300398.8215354,970008.25849391 -4300409.82377802,970014.81726002 -4300416.80864164,970036.32105853 -4300442.26057621,970052.92485623 -4300461.16428442,970057.72873386 -4300467.69295682,970064.66479788 -4300478.68958751,970069.9569715 -4300489.68801281,970077.36108039 -4300507.61830395)
37253	LINESTRING (970080.75229878 -4300516.07431701)
37254	LINESTRING (970080.75229878 -4300516.07431701)
37255	LINESTRING (970106.74819275 -4300541.05676871,970122.86237736 -4300594.16828205,970128.92204558 -4300615.47775477,970131.21237812 -4300622.70546294,970140.78832634 -4300648.40240177,970152.23132996 -4300677.63634483,970160.76539399 -4300696.96583835,970177.08216174 -4300732.12955056,970183.18281978 -4300746.06809042,970198.15330641 -4300784.8349799)
37256	LINESTRING (970198.15330641 -4300784.8349799,970183.18281978 -4300746.06809042,970177.08216174 -4300732.12955056,970160.76539399 -4300696.96583835,970152.23132996 -4300677.63634483,970140.78832634 -4300648.40240177,970131.21237812 -4300622.70546294,970128.92204558 -4300615.47775477,970122.86237736 -4300594.16828205,970106.74819275 -4300541.05676871)
37257	LINESTRING (969151.98849033 -4299106.8107998,969110.83491232 -4299071.98925116,969086.25907749 -4299053.87023698,968948.39334752 -4298952.23827728,968871.72631287 -4298896.01204144,968809.32290052 -4298850.63767634)
37258	LINESTRING (968809.32290052 -4298850.63767634,968871.72631287 -4298896.01204144,968948.39334752 -4298952.23827728,969086.25907749 -4299053.87023698,969110.83491232 -4299071.98925116,969151.98849033 -4299106.8107998)
37259	LINESTRING (969370.01662288 -4299251.74611837)
37260	LINESTRING (969370.01662288 -4299251.74611837)
37261	LINESTRING (969015.60684867 -4295064.22919726)
37262	LINESTRING (969015.60684867 -4295064.22919726)
37263	LINESTRING (969055.82731779 -4295160.0559558)
37264	LINESTRING (969055.82731779 -4295160.0559558)
37265	LINESTRING (968817.01353469 -4298840.83151991,968874.82478764 -4298883.43978744,968955.68587993 -4298943.32755095,969093.60556136 -4299044.95307922,969154.45986221 -4299090.64226462)
37266	LINESTRING (969154.45986221 -4299090.64226462,969093.60556136 -4299044.95307922,968955.68587993 -4298943.32755095,968874.82478764 -4298883.43978744,968817.01353469 -4298840.83151991)
37267	LINESTRING (968610.42902651 -4298702.87203581)
37268	LINESTRING (968610.42902651 -4298702.87203581)
37273	LINESTRING (968347.34039627 -4276279.7811899,968376.56340846 -4276232.29425596,968388.59266031 -4276212.17796267,968397.64426396 -4276194.6576629,968409.1636107 -4276170.68944685,968416.39837446 -4276153.48108702,968422.63562592 -4276135.35706298,968428.94346925 -4276113.66688282,968434.79204177 -4276090.40247478,968439.31157083 -4276067.36934036,968442.667666 -4276042.56619241,968444.67240968 -4276018.24993788,968445.26655877 -4275994.99772944,968444.67689522 -4275970.20890181,968443.01824304 -4275948.18247892,968439.9672109 -4275924.25409927,968435.9499124 -4275901.91004487,968432.7519569 -4275887.8347065,968428.58476817 -4275872.72299059,968424.0871151 -4275857.11213371,968418.91413435 -4275842.50624693,968411.83915028 -4275823.3671368,968410.18859005 -4275818.91182232)
37274	LINESTRING (968410.18859005 -4275818.91182232,968411.83915028 -4275823.3671368,968418.91413435 -4275842.50624693,968424.0871151 -4275857.11213371,968428.58476817 -4275872.72299059,968432.7519569 -4275887.8347065,968435.9499124 -4275901.91004487,968439.9672109 -4275924.25409927,968443.01824304 -4275948.18247892,968444.67689522 -4275970.20890181,968445.26655877 -4275994.99772944,968444.67240968 -4276018.24993788,968442.667666 -4276042.56619241,968439.31157083 -4276067.36934036,968434.79204177 -4276090.40247478,968428.94346925 -4276113.66688282,968422.63562592 -4276135.35706298,968416.39837446 -4276153.48108702,968409.1636107 -4276170.68944685,968397.64426396 -4276194.6576629,968388.59266031 -4276212.17796267,968376.56340846 -4276232.29425596,968347.34039627 -4276279.7811899)
37275	LINESTRING (968204.19756327 -4276549.23641451)
37276	LINESTRING (968204.19756327 -4276549.23641451)
37277	LINESTRING (967910.24000194 -4295719.85271754,967859.06106065 -4295708.95225439,967848.62110113 -4295706.15822338,967833.70715477 -4295702.17799869,967817.25381695 -4295696.18084738,967803.52166623 -4295689.65930086,967792.42665635 -4295684.08516062,967783.84779155 -4295678.90998279,967776.42069913 -4295673.98103536,967768.79852915 -4295667.82485226,967763.5649964 -4295663.12102755)
37278	LINESTRING (967763.5649964 -4295663.12102755,967768.79852915 -4295667.82485226,967776.42069913 -4295673.98103536,967783.84779155 -4295678.90998279,967792.42665635 -4295684.08516062,967803.52166623 -4295689.65930086,967817.25381695 -4295696.18084738,967833.70715477 -4295702.17799869,967848.62110113 -4295706.15822338,967859.06106065 -4295708.95225439,967910.24000194 -4295719.85271754)
37279	LINESTRING (967953.89287449 -4295714.9461789)
37280	LINESTRING (967953.89287449 -4295714.9461789)
37283	LINESTRING (963585.03831922 -4280633.2596592,963584.09578379 -4280636.94100755,963571.46266937 -4280686.51276797)
37284	LINESTRING (963571.46266937 -4280686.51276797,963584.09578379 -4280636.94100755,963585.03831922 -4280633.2596592)
37287	LINESTRING (963545.38708882 -4281468.45454143,963572.19534645 -4281524.17308602,963589.00826728 -4281559.09888441,963599.38908496 -4281580.67569186,963605.28691067 -4281602.5353594,963612.19732568 -4281614.2683221)
37288	LINESTRING (963612.19732568 -4281614.2683221,963605.28691067 -4281602.5353594,963599.38908496 -4281580.67569186,963589.00826728 -4281559.09888441,963572.19534645 -4281524.17308602,963545.38708882 -4281468.45454143)
37291	LINESTRING (968087.30934765 -4296782.7412072)
37292	LINESTRING (968087.30934765 -4296782.7412072)
37293	LINESTRING (956594.23829253 -4281881.30476251,956596.53784609 -4281848.01508434,956597.19322296 -4281825.75007945,956597.48847456 -4281803.94685098)
37294	LINESTRING (956597.48847456 -4281803.94685098,956597.19322296 -4281825.75007945,956596.53784609 -4281848.01508434,956594.23829253 -4281881.30476251)
37295	LINESTRING (956616.46972447 -4281844.28972153,956614.81406543 -4281876.30209383,956611.73794137 -4281904.6640859,956604.65292093 -4281955.38296423,956595.6035096 -4282002.25902616,956589.58510687 -4282028.83315614,956586.18742685 -4282046.88595799,956584.99687612 -4282052.85376312,956579.10491229 -4282082.19404474)
37296	LINESTRING (956579.10491229 -4282082.19404474,956584.99687612 -4282052.85376312,956586.18742685 -4282046.88595799,956589.58510687 -4282028.83315614,956595.6035096 -4282002.25902616,956604.65292093 -4281955.38296423,956611.73794137 -4281904.6640859,956614.81406543 -4281876.30209383,956616.46972447 -4281844.28972153)
37297	LINESTRING (964531.84568807 -4293363.1045169,964577.72384905 -4293303.65490848,964593.01084972 -4293284.17780967,964609.31271168 -4293264.07193457,964614.06391964 -4293258.91658032,964619.49969996 -4293254.06728447)
37298	LINESTRING (964619.49969996 -4293254.06728447,964614.06391964 -4293258.91658032,964609.31271168 -4293264.07193457,964593.01084972 -4293284.17780967,964577.72384905 -4293303.65490848,964531.84568807 -4293363.1045169)
37299	LINESTRING (991726.82812251 -4301129.98766434,992044.51032467 -4300913.81129273,992047.43988108 -4300911.76452706)
37300	LINESTRING (992047.43988108 -4300911.76452706,992044.51032467 -4300913.81129273,991726.82812251 -4301129.98766434)
37305	LINESTRING (984121.68328192 -4282072.42164601,984123.21846735 -4282068.86124317,984129.33636656 -4282055.37931897)
37306	LINESTRING (984129.33636656 -4282055.37931897,984123.21846735 -4282068.86124317,984121.68328192 -4282072.42164601)
37307	LINESTRING (984122.23771941 -4282107.33013039)
37308	LINESTRING (984122.23771941 -4282107.33013039)
37309	LINESTRING (984449.31348147 -4281596.76923624,984376.6265753 -4281672.78775322,984344.02490437 -4281704.74423768)
37310	LINESTRING (984344.02490437 -4281704.74423768,984376.6265753 -4281672.78775322,984449.31348147 -4281596.76923624)
37311	LINESTRING (984519.05971926 -4281496.30669285,984554.44941172 -4281449.99157522)
37312	LINESTRING (984554.44941172 -4281449.99157522,984519.05971926 -4281496.30669285)
37315	LINESTRING (971330.5455388 -4301132.74550831,971328.74197038 -4301127.77921566,971312.73020604 -4301087.8652996,971302.48772084 -4301060.68497842,971300.29511791 -4301055.49406722)
37316	LINESTRING (971300.29511791 -4301055.49406722,971302.48772084 -4301060.68497842,971312.73020604 -4301087.8652996,971328.74197038 -4301127.77921566,971330.5455388 -4301132.74550831)
37317	LINESTRING (971340.36736968 -4301128.43968418,971339.00913104 -4301124.87979257,971334.59025828 -4301113.46385467,971312.79642541 -4301058.62976629,971310.04946946 -4301051.350427,971304.97095041 -4301039.24906708,971300.05188761 -4301026.64613151)
37318	LINESTRING (971300.05188761 -4301026.64613151,971304.97095041 -4301039.24906708,971310.04946946 -4301051.350427,971312.79642541 -4301058.62976629,971334.59025828 -4301113.46385467,971339.00913104 -4301124.87979257,971340.36736968 -4301128.43968418)
37323	LINESTRING (971574.71154484 -4301690.93809469,971580.50577234 -4301703.98807482,971586.00487259 -4301716.35090498,971591.94965512 -4301728.6967854,971597.92767659 -4301743.50017167)
37324	LINESTRING (971597.92767659 -4301743.50017167,971591.94965512 -4301728.6967854,971586.00487259 -4301716.35090498,971580.50577234 -4301703.98807482,971574.71154484 -4301690.93809469)
37327	LINESTRING (971627.90549984 -4301861.69638474,971623.08881969 -4301850.6710448,971619.07159977 -4301840.0520651,971614.56966164 -4301829.89495176,971607.85712456 -4301815.26246947,971602.57650004 -4301802.73941198)
37328	LINESTRING (971602.57650004 -4301802.73941198,971607.85712456 -4301815.26246947,971614.56966164 -4301829.89495176,971619.07159977 -4301840.0520651,971623.08881969 -4301850.6710448,971627.90549984 -4301861.69638474)
37329	LINESTRING (971689.19234733 -4301981.68630124,971703.74422897 -4302018.66078441,971712.57154259 -4302039.3632458,971718.57325806 -4302053.08174485,971723.69305117 -4302065.91590933)
37330	LINESTRING (971723.69305117 -4302065.91590933,971718.57325806 -4302053.08174485,971712.57154259 -4302039.3632458,971703.74422897 -4302018.66078441,971689.19234733 -4301981.68630124)
37331	LINESTRING (971666.74094103 -4301959.82268792)
37332	LINESTRING (971666.74094103 -4301959.82268792)
37337	LINESTRING (971710.95891808 -4302100.80002367,971704.38941557 -4302085.2495935,971701.70014671 -4302078.63622799)
37338	LINESTRING (971701.70014671 -4302078.63622799,971704.38941557 -4302085.2495935,971710.95891808 -4302100.80002367)
37339	LINESTRING (971747.56286399 -4302193.04914593)
37340	LINESTRING (971747.56286399 -4302193.04914593)
37341	LINESTRING (971830.53997041 -4302374.21369691,971816.64404675 -4302338.78681306,971811.12824903 -4302327.12824416,971805.64142518 -4302314.32897164,971798.52061325 -4302295.54683001,971796.69903529 -4302290.89250159,971793.32595876 -4302280.83416168,971789.74923774 -4302271.07179779,971778.22399261 -4302242.74616244)
37342	LINESTRING (971778.22399261 -4302242.74616244,971789.74923774 -4302271.07179779,971793.32595876 -4302280.83416168,971796.69903529 -4302290.89250159,971798.52061325 -4302295.54683001,971805.64142518 -4302314.32897164,971811.12824903 -4302327.12824416,971816.64404675 -4302338.78681306,971830.53997041 -4302374.21369691)
37343	LINESTRING (971808.44584289 -4302353.86029828,971787.30835008 -4302299.20361721,971780.53184872 -4302281.96482646,971776.09553284 -4302270.65877677)
37344	LINESTRING (971776.09553284 -4302270.65877677,971780.53184872 -4302281.96482646,971787.30835008 -4302299.20361721,971808.44584289 -4302353.86029828)
37347	LINESTRING (982043.53631876 -4305084.44814212)
37348	LINESTRING (982043.53631876 -4305084.44814212)
37349	LINESTRING (982141.45405303 -4305103.98137273)
37350	LINESTRING (982141.45405303 -4305103.98137273)
37359	LINESTRING (972312.45828062 -4286934.95929285,972325.01209581 -4286937.98637128,972414.85827791 -4286957.61253739,972513.71796769 -4286980.1580754,972574.20935713 -4286994.17650705,972587.07479635 -4286996.89513024,972604.3309581 -4287000.36837591,972618.11428424 -4287002.76420549)
37360	LINESTRING (972618.11428424 -4287002.76420549,972604.3309581 -4287000.36837591,972587.07479635 -4286996.89513024,972574.20935713 -4286994.17650705,972513.71796769 -4286980.1580754,972414.85827791 -4286957.61253739,972325.01209581 -4286937.98637128,972312.45828062 -4286934.95929285)
37363	LINESTRING (968930.08057558 -4295648.35432567,968925.14032474 -4295629.9261495)
37364	LINESTRING (968925.14032474 -4295629.9261495,968930.08057558 -4295648.35432567)
37365	LINESTRING (968976.82259148 -4295750.49008771,968980.97723074 -4295764.27774502,968990.13032235 -4295794.60502353)
37366	LINESTRING (968990.13032235 -4295794.60502353,968980.97723074 -4295764.27774502,968976.82259148 -4295750.49008771)
37367	LINESTRING (985235.1748541 -4305879.30337384,985174.00494401 -4305862.05751677)
37368	LINESTRING (985174.00494401 -4305862.05751677,985235.1748541 -4305879.30337384)
37377	LINESTRING (984112.6226258 -4305603.10861602)
37378	LINESTRING (984112.6226258 -4305603.10861602)
37379	LINESTRING (984325.01932192 -4305638.92140444,984328.71842929 -4305639.8779291,984331.19570334 -4305640.38955834,984359.86867127 -4305647.19775229)
37380	LINESTRING (984359.86867127 -4305647.19775229,984331.19570334 -4305640.38955834,984328.71842929 -4305639.8779291,984325.01932192 -4305638.92140444)
37381	LINESTRING (983649.80824378 -4305494.57785675)
37382	LINESTRING (983649.80824378 -4305494.57785675)
37383	LINESTRING (983690.50871983 -4305488.9889425,983771.47409396 -4305508.21983506,983779.19080809 -4305510.0486865,983926.11142654 -4305544.98179353,983993.27799253 -4305560.9483007)
37384	LINESTRING (983993.27799253 -4305560.9483007,983926.11142654 -4305544.98179353,983779.19080809 -4305510.0486865,983771.47409396 -4305508.21983506,983690.50871983 -4305488.9889425)
37387	LINESTRING (987141.33445636 -4302403.16764541,987124.63056684 -4302470.2688795,987093.48240538 -4302595.4703021,987088.98536274 -4302613.53140067)
37388	LINESTRING (987088.98536274 -4302613.53140067,987093.48240538 -4302595.4703021,987124.63056684 -4302470.2688795,987141.33445636 -4302403.16764541)
37389	LINESTRING (987300.17796236 -4301681.69962152,987312.80991389 -4301616.13175209,987315.04043417 -4301595.08950614,987316.90154929 -4301574.10402913)
37390	LINESTRING (987316.90154929 -4301574.10402913,987315.04043417 -4301595.08950614,987312.80991389 -4301616.13175209,987300.17796236 -4301681.69962152)
37391	LINESTRING (987249.15166074 -4301966.72747917)
37392	LINESTRING (987249.15166074 -4301966.72747917)
37393	LINESTRING (988336.50707616 -4303218.95904934,988538.88328309 -4303266.32907739,988557.51729815 -4303270.79428302,988578.09075529 -4303275.33170386)
37394	LINESTRING (988578.09075529 -4303275.33170386,988557.51729815 -4303270.79428302,988538.88328309 -4303266.32907739,988336.50707616 -4303218.95904934)
37397	LINESTRING (987232.92285707 -4301973.13898407)
37398	LINESTRING (987232.92285707 -4301973.13898407)
37403	LINESTRING (986947.95156564 -4303188.63237961,986943.14428172 -4303206.68864658)
37404	LINESTRING (986943.14428172 -4303206.68864658,986947.95156564 -4303188.63237961)
37409	LINESTRING (988894.38880006 -4303365.36082089,988838.04217726 -4303350.78044469,988735.47663327 -4303326.31337854,988717.29840382 -4303321.72039087)
37410	LINESTRING (988717.29840382 -4303321.72039087,988735.47663327 -4303326.31337854,988838.04217726 -4303350.78044469,988894.38880006 -4303365.36082089)
37413	LINESTRING (984277.43738133 -4308142.1281619)
37414	LINESTRING (984277.43738133 -4308142.1281619)
37419	LINESTRING (986172.80922938 -4306428.08209492)
37420	LINESTRING (986172.80922938 -4306428.08209492)
37421	LINESTRING (985911.997954 -4307478.09061652)
37422	LINESTRING (985911.997954 -4307478.09061652)
37425	LINESTRING (986857.21649134 -4308006.53006196)
37426	LINESTRING (986857.21649134 -4308006.53006196)
37429	LINESTRING (990262.66123289 -4303485.29956872,990220.49620511 -4303481.46323309,990030.53159759 -4303463.00485552)
37430	LINESTRING (990030.53159759 -4303463.00485552,990220.49620511 -4303481.46323309,990262.66123289 -4303485.29956872)
37431	LINESTRING (990421.00061489 -4303485.78994998,990531.9465384 -4303496.20285372,990563.6573296 -4303498.80291284,990618.52586018 -4303502.17352574,990648.98685045 -4303503.94463793,990747.58035319 -4303512.88517518,990750.64796733 -4303513.15952647)
37432	LINESTRING (990750.64796733 -4303513.15952647,990747.58035319 -4303512.88517518,990648.98685045 -4303503.94463793,990618.52586018 -4303502.17352574,990563.6573296 -4303498.80291284,990531.9465384 -4303496.20285372,990421.00061489 -4303485.78994998)
37435	LINESTRING (992427.62901447 -4303696.05744441)
37436	LINESTRING (992427.62901447 -4303696.05744441)
37437	LINESTRING (991899.56841306 -4296539.32464383,991903.14235355 -4296520.64799057,991910.05085137 -4296496.80055328,991921.80721224 -4296469.35230273,991934.06468473 -4296446.93618534,991948.92962513 -4296427.37593775,991966.23203419 -4296407.30536666,991984.90835784 -4296390.46220474)
37438	LINESTRING (991984.90835784 -4296390.46220474,991966.23203419 -4296407.30536666,991948.92962513 -4296427.37593775,991934.06468473 -4296446.93618534,991921.80721224 -4296469.35230273,991910.05085137 -4296496.80055328,991903.14235355 -4296520.64799057,991899.56841306 -4296539.32464383)
37439	LINESTRING (950579.32919106 -4279143.33474417)
37440	LINESTRING (950579.32919106 -4279143.33474417)
37441	LINESTRING (950542.34551565 -4279157.87327983,950445.12673128 -4279139.42657209,950426.03636137 -4279136.2244913,950409.45060274 -4279133.08007025,950391.61556006 -4279128.104146,950359.43040371 -4279118.19313056,950343.58050391 -4279112.06578204,950331.50407387 -4279107.8068643,950321.1803591 -4279105.00822304,950313.91985272 -4279103.43486921,950308.552328 -4279103.65854587,950301.87593763 -4279104.7220733,950294.51003258 -4279107.39517688)
37442	LINESTRING (950294.51003258 -4279107.39517688,950301.87593763 -4279104.7220733,950308.552328 -4279103.65854587,950313.91985272 -4279103.43486921,950321.1803591 -4279105.00822304,950331.50407387 -4279107.8068643,950343.58050391 -4279112.06578204,950359.43040371 -4279118.19313056,950391.61556006 -4279128.104146,950409.45060274 -4279133.08007025,950426.03636137 -4279136.2244913,950445.12673128 -4279139.42657209,950542.34551565 -4279157.87327983)
37443	LINESTRING (983069.34187731 -4283164.14915417,983084.25818134 -4283167.27394114,983103.34875638 -4283173.81543554,983118.77956537 -4283182.38517463,983129.73006285 -4283190.3900231,983136.70021012 -4283196.20516787,983149.13709782 -4283208.12796727,983168.47074756 -4283228.20066446,983174.36929957 -4283234.05533511,983182.81148414 -4283242.44295143,983189.39669275 -4283248.98577375,983209.28230965 -4283266.94549693,983227.51803996 -4283279.61739594,983260.62155236 -4283299.17394596,983290.23265332 -4283315.6542951,983302.67575769 -4283322.48097511)
37444	LINESTRING (983302.67575769 -4283322.48097511,983290.23265332 -4283315.6542951,983260.62155236 -4283299.17394596,983227.51803996 -4283279.61739594,983209.28230965 -4283266.94549693,983189.39669275 -4283248.98577375,983182.81148414 -4283242.44295143,983174.36929957 -4283234.05533511,983168.47074756 -4283228.20066446,983149.13709782 -4283208.12796727,983136.70021012 -4283196.20516787,983129.73006285 -4283190.3900231,983118.77956537 -4283182.38517463,983103.34875638 -4283173.81543554,983084.25818134 -4283167.27394114,983069.34187731 -4283164.14915417)
37445	LINESTRING (983042.30737501 -4283172.93401629,983026.75811437 -4283173.33783428,983002.40313847 -4283176.59114428,982982.92906662 -4283183.02128298,982968.28287993 -4283189.307762,982943.48601107 -4283207.80148327,982925.01955804 -4283228.98429276,982908.1241307 -4283260.76889392,982898.59368669 -4283283.46012288,982890.68216835 -4283306.76523503,982883.72945678 -4283333.21342091,982877.80428585 -4283359.11412158,982871.76947445 -4283384.14258282,982858.00560534 -4283450.61729374,982853.88797488 -4283472.89189761,982852.50471167 -4283485.89816046)
37446	LINESTRING (982852.50471167 -4283485.89816046,982853.88797488 -4283472.89189761,982858.00560534 -4283450.61729374,982871.76947445 -4283384.14258282,982877.80428585 -4283359.11412158,982883.72945678 -4283333.21342091,982890.68216835 -4283306.76523503,982898.59368669 -4283283.46012288,982908.1241307 -4283260.76889392,982925.01955804 -4283228.98429276,982943.48601107 -4283207.80148327,982968.28287993 -4283189.307762,982982.92906662 -4283183.02128298,983002.40313847 -4283176.59114428,983026.75811437 -4283173.33783428,983042.30737501 -4283172.93401629)
37447	LINESTRING (973259.63712689 -4291703.3389073,973348.12901198 -4291677.66007242)
37448	LINESTRING (973348.12901198 -4291677.66007242,973259.63712689 -4291703.3389073)
37451	LINESTRING (983490.50159059 -4294051.34542777,983488.81011801 -4294070.51445438)
37452	LINESTRING (983488.81011801 -4294070.51445438,983490.50159059 -4294051.34542777)
37455	LINESTRING (972005.65768747 -4286859.47864659)
37456	LINESTRING (972005.65768747 -4286859.47864659)
37457	LINESTRING (967661.41953742 -4277323.9712831)
37458	LINESTRING (967661.41953742 -4277323.9712831)
37459	LINESTRING (967699.19948807 -4277279.57873481,967727.29511214 -4277264.07541111,967748.43569807 -4277250.22819013,967786.48702396 -4277219.17512442,967801.63143602 -4277205.07419401,967817.66519516 -4277186.69444199,967843.61514325 -4277148.31553535,967859.15772685 -4277120.25085017,967876.17946952 -4277083.49045256,967898.32543838 -4277038.91203532,967907.32521993 -4277019.21385997)
37460	LINESTRING (967907.32521993 -4277019.21385997,967898.32543838 -4277038.91203532,967876.17946952 -4277083.49045256,967859.15772685 -4277120.25085017,967843.61514325 -4277148.31553535,967817.66519516 -4277186.69444199,967801.63143602 -4277205.07419401,967786.48702396 -4277219.17512442,967748.43569807 -4277250.22819013,967727.29511214 -4277264.07541111,967699.19948807 -4277279.57873481)
37463	LINESTRING (963940.93531319 -4275158.36834843,963967.15948904 -4275022.93281612,963986.00148749 -4274925.56804076,963987.12656859 -4274919.78683255,963988.03049246 -4274915.11741044)
37464	LINESTRING (963988.03049246 -4274915.11741044,963987.12656859 -4274919.78683255,963986.00148749 -4274925.56804076,963967.15948904 -4275022.93281612,963940.93531319 -4275158.36834843)
37467	LINESTRING (952384.83449609 -4276485.8833068,952323.10202069 -4276442.1921023,952262.6817169 -4276398.97217458,952198.04735997 -4276355.58168863,952027.16697471 -4276235.829701,951976.10738829 -4276198.34117359,951935.21239505 -4276168.44280932,951910.86290024 -4276146.15512847,951884.63872925 -4276120.60510186,951852.30391956 -4276088.35034751,951814.57413786 -4276049.45228388,951756.73422406 -4275988.85449899,951708.05678205 -4275936.63427647,951695.81536873 -4275923.45832269)
37468	LINESTRING (951695.81536873 -4275923.45832269,951708.05678205 -4275936.63427647,951756.73422406 -4275988.85449899,951814.57413786 -4276049.45228388,951852.30391956 -4276088.35034751,951884.63872925 -4276120.60510186,951910.86290024 -4276146.15512847,951935.21239505 -4276168.44280932,951976.10738829 -4276198.34117359,952027.16697471 -4276235.829701,952198.04735997 -4276355.58168863,952262.6817169 -4276398.97217458,952323.10202069 -4276442.1921023,952384.83449609 -4276485.8833068)
37471	LINESTRING (981091.55405874 -4284637.73007129,981077.41925863 -4284669.87459413,981064.20603871 -4284707.09689736)
37472	LINESTRING (981064.20603871 -4284707.09689736,981077.41925863 -4284669.87459413,981091.55405874 -4284637.73007129)
37477	LINESTRING (980404.53422021 -4289511.32135756,980467.65426383 -4289514.03241947)
37478	LINESTRING (980467.65426383 -4289514.03241947,980404.53422021 -4289511.32135756)
37479	LINESTRING (996884.94472438 -4294217.67268638)
37480	LINESTRING (996884.94472438 -4294217.67268638)
37481	LINESTRING (996819.02857636 -4294256.99913874,996623.89611982 -4294319.3950021,996616.97729239 -4294321.76528384,996604.94758922 -4294325.8838985)
37482	LINESTRING (996604.94758922 -4294325.8838985,996616.97729239 -4294321.76528384,996623.89611982 -4294319.3950021,996819.02857636 -4294256.99913874)
37483	LINESTRING (996600.22397505 -4294312.04475929,996625.52576321 -4294302.55198415,996740.18782627 -4294264.99537623,996755.36709233 -4294260.66696161,996790.91877573 -4294248.65556902)
37484	LINESTRING (996790.91877573 -4294248.65556902,996755.36709233 -4294260.66696161,996740.18782627 -4294264.99537623,996625.52576321 -4294302.55198415,996600.22397505 -4294312.04475929)
37485	LINESTRING (996489.73194824 -4294365.65593239,996444.72390227 -4294385.91833338,996409.58073306 -4294403.29079168,996382.0760757 -4294420.57655991,996367.04365021 -4294431.68760525)
