LINK_ID	GEOMETRY
3345	LINESTRING (963590.19150758 -4290171.21073718,963584.49719783 -4290160.29686794,963579.27990731 -4290146.75804179,963576.28011432 -4290134.40897508,963573.93294129 -4290116.49251634,963572.80133337 -4290094.6148498,963571.09162777 -4290006.20630871,963570.66319744 -4289953.7151156,963571.59077526 -4289943.95918864,963573.87199195 -4289934.58974172,963576.44551645 -4289926.05233035,963580.27849871 -4289917.85960721,963584.53323642 -4289911.26078655,963589.5780423 -4289904.47293099,963594.82290511 -4289898.4530801,963600.73238697 -4289893.79055512,963607.48967904 -4289889.60500821,963613.5287009 -4289886.5222061,963620.57768908 -4289884.19934978,963627.28637647 -4289883.33697077,963632.95589709 -4289883.38140597,963638.78932889 -4289884.30273844,963642.94734397 -4289885.47062738)
3346	LINESTRING (963776.63632525 -4289870.73630453,963765.86969956 -4289874.29328826,963754.46180222 -4289876.32692959,963744.54088219 -4289877.21261002)
3347	LINESTRING (963744.54088219 -4289877.21261002,963754.46180222 -4289876.32692959,963765.86969956 -4289874.29328826,963776.63632525 -4289870.73630453)
3348	LINESTRING (992232.76689949 -4302395.28291088,992646.71192517 -4302610.23772089,992710.26343855 -4302643.11547496)
3349	LINESTRING (992710.26343855 -4302643.11547496,992646.71192517 -4302610.23772089,992232.76689949 -4302395.28291088)
3350	LINESTRING (993110.36415201 -4302830.32749918)
3351	LINESTRING (993110.36415201 -4302830.32749918)
3352	LINESTRING (994222.09990925 -4300665.61203196,994268.492742 -4300576.40371588)
3353	LINESTRING (994268.492742 -4300576.40371588,994222.09990925 -4300665.61203196)
3356	LINESTRING (994478.52813027 -4300170.98275362,994478.98542209 -4300163.31210526,994479.23872846 -4300155.14117202,994477.49602882 -4300150.59090842,994474.79769958 -4300146.19026965,994467.9023406 -4300141.90616583)
3357	LINESTRING (994467.9023406 -4300141.90616583,994474.79769958 -4300146.19026965,994477.49602882 -4300150.59090842,994479.23872846 -4300155.14117202,994478.98542209 -4300163.31210526,994478.52813027 -4300170.98275362)
3358	LINESTRING (994549.33648209 -4300136.50379366,994536.50691977 -4300141.29302808,994527.18341648 -4300144.25605143,994519.45805929 -4300146.64514664,994514.90487208 -4300148.25410072)
3359	LINESTRING (994514.90487208 -4300148.25410072,994519.45805929 -4300146.64514664,994527.18341648 -4300144.25605143,994536.50691977 -4300141.29302808,994549.33648209 -4300136.50379366)
3362	LINESTRING (993707.14120881 -4300270.67658911,993702.54346865 -4300268.9192243,993699.80664607 -4300266.43203162)
3363	LINESTRING (993699.80664607 -4300266.43203162,993702.54346865 -4300268.9192243,993707.14120881 -4300270.67658911)
3364	LINESTRING (994490.69676123 -4300135.62366477)
3365	LINESTRING (994490.69676123 -4300135.62366477)
3370	LINESTRING (968995.96088033 -4297677.44190068,968989.17034038 -4297654.78269135,968963.1206993 -4297567.98628827)
3371	LINESTRING (968963.1206993 -4297567.98628827,968989.17034038 -4297654.78269135,968995.96088033 -4297677.44190068)
3376	LINESTRING (969028.67119317 -4297699.43112055,969046.82576747 -4297686.43871564,969058.60884293 -4297674.55904312,969074.46007769 -4297657.72320272,969089.92808534 -4297640.69699423)
3377	LINESTRING (969089.92808534 -4297640.69699423,969074.46007769 -4297657.72320272,969058.60884293 -4297674.55904312,969046.82576747 -4297686.43871564,969028.67119317 -4297699.43112055)
3378	LINESTRING (969318.3024448 -4297467.40034783,969287.60113777 -4297486.05251025,969257.26200861 -4297508.38973084,969216.87082369 -4297540.69588193)
3379	LINESTRING (969216.87082369 -4297540.69588193,969257.26200861 -4297508.38973084,969287.60113777 -4297486.05251025,969318.3024448 -4297467.40034783)
3382	LINESTRING (969030.60646574 -4297736.86191807,969031.64235725 -4297739.95582772,969032.26005727 -4297741.9373513,969032.42894414 -4297742.44520312,969072.05902454 -4297853.10053405)
3383	LINESTRING (969072.05902454 -4297853.10053405,969032.42894414 -4297742.44520312,969032.26005727 -4297741.9373513,969031.64235725 -4297739.95582772,969030.60646574 -4297736.86191807)
3384	LINESTRING (971769.99178725 -4296075.02375248,971768.69953094 -4296063.40186948,971767.37725099 -4296048.3707261,971767.29826583 -4296040.85576314,971767.64118961 -4296032.27959714,971768.27383916 -4296027.09063786,971770.21195299 -4296017.75783201,971772.5040233 -4296008.74741425)
3385	LINESTRING (971772.5040233 -4296008.74741425,971770.21195299 -4296017.75783201,971768.27383916 -4296027.09063786,971767.64118961 -4296032.27959714,971767.29826583 -4296040.85576314,971767.37725099 -4296048.3707261,971768.69953094 -4296063.40186948,971769.99178725 -4296075.02375248)
3390	LINESTRING (967902.61514912 -4291580.25590859)
3391	LINESTRING (967902.61514912 -4291580.25590859)
3392	LINESTRING (967776.59657479 -4291276.37171927,967782.69597695 -4291277.49779714,967788.21636976 -4291278.02435279,967793.86451874 -4291277.80018521,967799.05314177 -4291276.83006457,967804.74298087 -4291275.00736276,967808.27298013 -4291273.27628092,967811.33569164 -4291270.88819891)
3393	LINESTRING (967811.33569164 -4291270.88819891,967808.27298013 -4291273.27628092,967804.74298087 -4291275.00736276,967799.05314177 -4291276.83006457,967793.86451874 -4291277.80018521,967788.21636976 -4291278.02435279,967782.69597695 -4291277.49779714,967776.59657479 -4291276.37171927)
3394	LINESTRING (967863.27448957 -4291187.9398516,967858.25029028 -4291227.67899335,967854.42017478 -4291252.1056409,967843.93441124 -4291295.63697377,967838.0230556 -4291318.13421368,967833.09191154 -4291336.02251182,967827.13578192 -4291353.429229)
3395	LINESTRING (967827.13578192 -4291353.429229,967833.09191154 -4291336.02251182,967838.0230556 -4291318.13421368,967843.93441124 -4291295.63697377,967854.42017478 -4291252.1056409,967858.25029028 -4291227.67899335,967863.27448957 -4291187.9398516)
3396	LINESTRING (967854.91743424 -4291040.07980387,967859.172334 -4290914.49650527,967857.81787051 -4290868.77842124,967854.44697979 -4290824.66585338,967849.92639688 -4290795.0516553)
3397	LINESTRING (967849.92639688 -4290795.0516553,967854.44697979 -4290824.66585338,967857.81787051 -4290868.77842124,967859.172334 -4290914.49650527,967854.91743424 -4291040.07980387)
3398	LINESTRING (983786.14377918 -4314309.23330631,983810.22083914 -4314351.60779782,983831.83699465 -4314389.4127798)
3399	LINESTRING (983831.83699465 -4314389.4127798,983810.22083914 -4314351.60779782,983786.14377918 -4314309.23330631)
3400	LINESTRING (983458.25742331 -4312441.30202797,983448.31561939 -4312471.4670067,983438.81172369 -4312496.70364443,983429.2511043 -4312519.68148896,983417.14528054 -4312544.42911412,983403.81741627 -4312571.04166116)
3401	LINESTRING (983403.81741627 -4312571.04166116,983417.14528054 -4312544.42911412,983429.2511043 -4312519.68148896,983438.81172369 -4312496.70364443,983448.31561939 -4312471.4670067,983458.25742331 -4312441.30202797)
3402	LINESTRING (986487.19693019 -4298200.26094249,986489.98146798 -4298200.93467824)
3403	LINESTRING (986489.98146798 -4298200.93467824,986487.19693019 -4298200.26094249)
3404	LINESTRING (987867.69697466 -4298532.13606197,987890.19835095 -4298534.79179146,987905.09090063 -4298530.96365507,987913.13840559 -4298525.14681145)
3405	LINESTRING (987913.13840559 -4298525.14681145,987905.09090063 -4298530.96365507,987890.19835095 -4298534.79179146,987867.69697466 -4298532.13606197)
3406	LINESTRING (987964.35924083 -4298582.55782373,987944.6542601 -4298583.33424879,987932.81937923 -4298586.06753646,987923.50970402 -4298591.88394455)
3407	LINESTRING (987923.50970402 -4298591.88394455,987932.81937923 -4298586.06753646,987944.6542601 -4298583.33424879,987964.35924083 -4298582.55782373)
3408	LINESTRING (987891.94284326 -4298587.22081646)
3409	LINESTRING (987891.94284326 -4298587.22081646)
3414	LINESTRING (993107.22657216 -4302870.68165199,993104.33796157 -4302869.20084476)
3415	LINESTRING (993104.33796157 -4302869.20084476,993107.22657216 -4302870.68165199)
3416	LINESTRING (994187.86717392 -4303445.29619305,994166.36846708 -4303442.06645513,994162.93974752 -4303442.15110506,994159.20000312 -4303443.12706816,994156.06633214 -4303444.8748658)
3417	LINESTRING (994156.06633214 -4303444.8748658,994159.20000312 -4303443.12706816,994162.93974752 -4303442.15110506,994166.36846708 -4303442.06645513,994187.86717392 -4303445.29619305)
3418	LINESTRING (987848.12753352 -4300878.78780604,987755.74214312 -4300852.60671776,987752.30175524 -4300851.12311595,987750.02475558 -4300849.25003911,987749.63612545 -4300848.92396898,987748.16002529 -4300844.74603916,987747.70258471 -4300841.80220464,987748.71515008 -4300838.51864421)
3419	LINESTRING (987748.71515008 -4300838.51864421,987747.70258471 -4300841.80220464,987748.16002529 -4300844.74603916,987749.63612545 -4300848.92396898,987750.02475558 -4300849.25003911,987752.30175524 -4300851.12311595,987755.74214312 -4300852.60671776,987848.12753352 -4300878.78780604)
3420	LINESTRING (979245.14595681 -4299286.51196015)
3421	LINESTRING (979245.14595681 -4299286.51196015)
3422	LINESTRING (984414.36864064 -4308344.95974,984416.09276772 -4308338.35258836,984416.40389028 -4308333.05486893,984416.29358787 -4308326.00435299,984411.82551777 -4308308.73410343,984409.69305122 -4308302.05317525)
3423	LINESTRING (984409.69305122 -4308302.05317525,984411.82551777 -4308308.73410343,984416.29358787 -4308326.00435299,984416.40389028 -4308333.05486893,984416.09276772 -4308338.35258836,984414.36864064 -4308344.95974)
3424	LINESTRING (986855.9166909 -4300625.56386829,986860.08079081 -4300631.69593669,986861.23935088 -4300636.34980489,986861.65317323 -4300640.08549431)
3425	LINESTRING (986861.65317323 -4300640.08549431,986861.23935088 -4300636.34980489,986860.08079081 -4300631.69593669,986855.9166909 -4300625.56386829)
3426	LINESTRING (987080.50770394 -4300683.40852761,987079.69338162 -4300687.5616362)
3427	LINESTRING (987079.69338162 -4300687.5616362,987080.50770394 -4300683.40852761)
3428	LINESTRING (987483.3184741 -4300425.74541098,987516.99467811 -4300278.42906446)
3429	LINESTRING (987516.99467811 -4300278.42906446,987483.3184741 -4300425.74541098)
3430	LINESTRING (975225.39632591 -4295965.97354372)
3431	LINESTRING (975225.39632591 -4295965.97354372)
3434	LINESTRING (988078.57764905 -4295085.80244563,988123.35673728 -4295099.7673878,988177.80812466 -4295113.65330401,988218.37031999 -4295124.14975482,988268.67818118 -4295133.74447224,988300.63853196 -4295139.09265127,988327.38655602 -4295142.66507495,988354.66446238 -4295145.67964566,988384.58538406 -4295148.47044723,988417.27589932 -4295150.91430653,988455.70107235 -4295153.26440717,988484.67936296 -4295154.66025797,988550.08380491 -4295156.69305831,988601.63621134 -4295157.61427219,988628.90590622 -4295158.02884595)
3435	LINESTRING (988628.90590622 -4295158.02884595,988601.63621134 -4295157.61427219,988550.08380491 -4295156.69305831,988484.67936296 -4295154.66025797,988455.70107235 -4295153.26440717,988417.27589932 -4295150.91430653,988384.58538406 -4295148.47044723,988354.66446238 -4295145.67964566,988327.38655602 -4295142.66507495,988300.63853196 -4295139.09265127,988268.67818118 -4295133.74447224,988218.37031999 -4295124.14975482,988177.80812466 -4295113.65330401,988123.35673728 -4295099.7673878,988078.57764905 -4295085.80244563)
3438	LINESTRING (977712.16868487 -4284713.47429513,977719.82552314 -4284683.73502135,977727.79515432 -4284639.74058879,977728.93143582 -4284621.49158152,977728.70775974 -4284615.14266058)
3439	LINESTRING (977728.70775974 -4284615.14266058,977728.93143582 -4284621.49158152,977727.79515432 -4284639.74058879,977719.82552314 -4284683.73502135,977712.16868487 -4284713.47429513)
3440	LINESTRING (977685.22577455 -4284879.29040493,977684.75578619 -4284904.92454116,977685.43656323 -4284950.01760018,977686.90819678 -4284969.87446039,977690.4228064 -4284999.06360281,977695.01693255 -4285024.18063704,977700.50408445 -4285051.28077117,977705.06873913 -4285069.86431,977713.33628067 -4285097.92642497,977720.75244752 -4285120.80529411,977729.41461432 -4285144.38770024,977737.18564213 -4285165.86398618,977747.23853581 -4285187.19408834)
3441	LINESTRING (977747.23853581 -4285187.19408834,977737.18564213 -4285165.86398618,977729.41461432 -4285144.38770024,977720.75244752 -4285120.80529411,977713.33628067 -4285097.92642497,977705.06873913 -4285069.86431,977700.50408445 -4285051.28077117,977695.01693255 -4285024.18063704,977690.4228064 -4284999.06360281,977686.90819678 -4284969.87446039,977685.43656323 -4284950.01760018,977684.75578619 -4284904.92454116,977685.22577455 -4284879.29040493)
3442	LINESTRING (977911.15731221 -4285383.90219087,977936.34270707 -4285402.53342987)
3443	LINESTRING (977936.34270707 -4285402.53342987,977911.15731221 -4285383.90219087)
3444	LINESTRING (977859.47543132 -4285337.58485837)
3445	LINESTRING (977859.47543132 -4285337.58485837)
3446	LINESTRING (991835.71552135 -4296970.33098805,991828.78411456 -4296969.4978254)
3447	LINESTRING (991828.78411456 -4296969.4978254,991835.71552135 -4296970.33098805)
3448	LINESTRING (993237.78069716 -4296763.10183758,993243.98049624 -4296753.44732809,993246.12188253 -4296748.89843154)
3449	LINESTRING (993246.12188253 -4296748.89843154,993243.98049624 -4296753.44732809,993237.78069716 -4296763.10183758)
3450	LINESTRING (990376.78700427 -4295047.95478138,990479.53812987 -4295132.72375217,990593.18966854 -4295218.88263566,990676.51255101 -4295277.24068397,990738.59185067 -4295316.99161113,990822.38425223 -4295370.0809335,990927.36491896 -4295425.06492946,991007.99986429 -4295464.81765703,991098.88194942 -4295502.93198144,991210.20223888 -4295551.72802033,991292.12144864 -4295589.92807142,991349.05625521 -4295629.09973788,991408.88812819 -4295680.01803534,991479.80218572 -4295757.04289664,991542.52549274 -4295830.89270045,991587.57834042 -4295887.16993957)
3451	LINESTRING (991587.57834042 -4295887.16993957,991542.52549274 -4295830.89270045,991479.80218572 -4295757.04289664,991408.88812819 -4295680.01803534,991349.05625521 -4295629.09973788,991292.12144864 -4295589.92807142,991210.20223888 -4295551.72802033,991098.88194942 -4295502.93198144,991007.99986429 -4295464.81765703,990927.36491896 -4295425.06492946,990822.38425223 -4295370.0809335,990738.59185067 -4295316.99161113,990676.51255101 -4295277.24068397,990593.18966854 -4295218.88263566,990479.53812987 -4295132.72375217,990376.78700427 -4295047.95478138)
3452	LINESTRING (991565.62605903 -4295903.2609848,991517.37963727 -4295840.04116486,991423.02225768 -4295734.24643972,991351.52243849 -4295668.14129613,991305.60814377 -4295627.93776144,991255.17956198 -4295597.84296922,991166.86316617 -4295554.11774998,990999.1198701 -4295484.67817904,990879.85352765 -4295429.06646399,990769.17436455 -4295367.60038461,990661.75524481 -4295297.20370233,990543.56097031 -4295210.64913674,990442.17390134 -4295132.42261863,990336.6454355 -4295049.27743225)
3453	LINESTRING (990336.6454355 -4295049.27743225,990442.17390134 -4295132.42261863,990543.56097031 -4295210.64913674,990661.75524481 -4295297.20370233,990769.17436455 -4295367.60038461,990879.85352765 -4295429.06646399,990999.1198701 -4295484.67817904,991166.86316617 -4295554.11774998,991255.17956198 -4295597.84296922,991305.60814377 -4295627.93776144,991351.52243849 -4295668.14129613,991423.02225768 -4295734.24643972,991517.37963727 -4295840.04116486,991565.62605903 -4295903.2609848)
3456	LINESTRING (992967.70802512 -4296351.22960313,992965.33330989 -4296340.61646946,992961.74475612 -4296326.77896958,992958.43020408 -4296311.86770336,992955.67232283 -4296305.33335283,992952.4019758 -4296302.13771241)
3457	LINESTRING (992952.4019758 -4296302.13771241,992955.67232283 -4296305.33335283,992958.43020408 -4296311.86770336,992961.74475612 -4296326.77896958,992965.33330989 -4296340.61646946,992967.70802512 -4296351.22960313)
3458	LINESTRING (992927.44087437 -4296266.13419574,992938.26308014 -4296266.31906436,992950.16867467 -4296265.62595169,992958.70076253 -4296263.9806432,992965.26639552 -4296261.75573033,992971.74012906 -4296257.97598043,992976.6793529 -4296249.68792719)
3459	LINESTRING (992976.6793529 -4296249.68792719,992971.74012906 -4296257.97598043,992965.26639552 -4296261.75573033,992958.70076253 -4296263.9806432,992950.16867467 -4296265.62595169,992938.26308014 -4296266.31906436,992927.44087437 -4296266.13419574)
3460	LINESTRING (992743.2969075 -4298917.58837452,992727.16511838 -4299099.85886313,992726.16950612 -4299111.37032415,992718.51243554 -4299202.01023663,992718.02311851 -4299206.97655486,992711.1594176 -4299273.47763549,992703.31470759 -4299356.28893671,992696.68608913 -4299426.91370363)
3461	LINESTRING (992696.68608913 -4299426.91370363,992703.31470759 -4299356.28893671,992711.1594176 -4299273.47763549,992718.02311851 -4299206.97655486,992718.51243554 -4299202.01023663,992726.16950612 -4299111.37032415,992727.16511838 -4299099.85886313,992743.2969075 -4298917.58837452)
3464	LINESTRING (992758.65397724 -4298623.98581373,992759.62114183 -4298636.31177999,992760.74380628 -4298652.26071662,992761.10088272 -4298664.94674798)
3465	LINESTRING (992761.10088272 -4298664.94674798,992760.74380628 -4298652.26071662,992759.62114183 -4298636.31177999,992758.65397724 -4298623.98581373)
3466	LINESTRING (992730.45827962 -4298703.15666249,992741.11960673 -4298695.68308403)
3467	LINESTRING (992741.11960673 -4298695.68308403,992730.45827962 -4298703.15666249)
3468	LINESTRING (992772.77197125 -4298700.78246683,992780.36026947 -4298706.07999915)
3469	LINESTRING (992780.36026947 -4298706.07999915,992772.77197125 -4298700.78246683)
3470	LINESTRING (992789.53550737 -4298737.6236294,992775.2699167 -4298742.95857235,992766.5596005 -4298753.26324584)
3471	LINESTRING (992766.5596005 -4298753.26324584,992775.2699167 -4298742.95857235,992789.53550737 -4298737.6236294)
3472	LINESTRING (992743.23504842 -4298747.68813824,992738.17675604 -4298737.86496562,992729.43996336 -4298729.80823331)
3473	LINESTRING (992729.43996336 -4298729.80823331,992738.17675604 -4298737.86496562,992743.23504842 -4298747.68813824)
3478	LINESTRING (978032.87776893 -4295719.55267073)
3479	LINESTRING (978032.87776893 -4295719.55267073)
3482	LINESTRING (978081.88657765 -4295755.1308601,978077.7826202 -4295745.12016871)
3483	LINESTRING (978077.7826202 -4295745.12016871,978081.88657765 -4295755.1308601)
3484	LINESTRING (978031.01096113 -4295727.3107992)
3485	LINESTRING (978031.01096113 -4295727.3107992)
3486	LINESTRING (978128.15492492 -4295576.32724558)
3487	LINESTRING (978128.15492492 -4295576.32724558)
3488	LINESTRING (978028.24545555 -4295994.4382237)
3489	LINESTRING (978028.24545555 -4295994.4382237)
3494	LINESTRING (994047.83009856 -4303337.47795327,994157.6306012 -4303393.38179602)
3495	LINESTRING (994157.6306012 -4303393.38179602,994047.83009856 -4303337.47795327)
3496	LINESTRING (993538.979073 -4303071.03944545,993552.46471547 -4303078.31343086,993597.98143088 -4303101.87844307,993609.34927219 -4303107.79673767)
3497	LINESTRING (993609.34927219 -4303107.79673767,993597.98143088 -4303101.87844307,993552.46471547 -4303078.31343086,993538.979073 -4303071.03944545)
3498	LINESTRING (968222.277114 -4295753.14150425)
3499	LINESTRING (968222.277114 -4295753.14150425)
3500	LINESTRING (968125.63398332 -4295749.06013363,968134.51300746 -4295749.88037698,968143.43751791 -4295749.9762284)
3501	LINESTRING (968143.43751791 -4295749.9762284,968134.51300746 -4295749.88037698,968125.63398332 -4295749.06013363)
3502	LINESTRING (968208.74384709 -4295653.15884029)
3503	LINESTRING (968208.74384709 -4295653.15884029)
3504	LINESTRING (968347.73034243 -4295458.22918061,968379.68101264 -4295454.20707062)
3505	LINESTRING (968379.68101264 -4295454.20707062,968347.73034243 -4295458.22918061)
3508	LINESTRING (972543.11585316 -4292713.53573315)
3509	LINESTRING (972543.11585316 -4292713.53573315)
3512	LINESTRING (972488.50295927 -4292852.44832824,972494.99318455 -4292823.55990225)
3513	LINESTRING (972494.99318455 -4292823.55990225,972488.50295927 -4292852.44832824)
3516	LINESTRING (972697.44864513 -4291709.30828564)
3517	LINESTRING (972697.44864513 -4291709.30828564)
3518	LINESTRING (972428.03120527 -4291964.65022317,972437.05676943 -4291962.21476218)
3519	LINESTRING (972437.05676943 -4291962.21476218,972428.03120527 -4291964.65022317)
3522	LINESTRING (971322.42136991 -4292424.02816893,971330.02530132 -4292422.58774932,971334.85374683 -4292421.06108243)
3523	LINESTRING (971334.85374683 -4292421.06108243,971330.02530132 -4292422.58774932,971322.42136991 -4292424.02816893)
3524	LINESTRING (972718.03649033 -4291716.58188654,972707.91972016 -4291715.43680905,972698.12607832 -4291717.60299514)
3525	LINESTRING (972698.12607832 -4291717.60299514,972707.91972016 -4291715.43680905,972718.03649033 -4291716.58188654)
3526	LINESTRING (972672.25210085 -4292161.00609357,972676.55117544 -4292111.99316053,972681.80904923 -4292060.76746154,972690.05761534 -4292018.93591155)
3527	LINESTRING (972690.05761534 -4292018.93591155,972681.80904923 -4292060.76746154,972676.55117544 -4292111.99316053,972672.25210085 -4292161.00609357)
3530	LINESTRING (973079.00302599 -4291760.33917928)
3531	LINESTRING (973079.00302599 -4291760.33917928)
3532	LINESTRING (973464.76687334 -4291660.68227337,973439.87859076 -4291667.04662734,973411.1303753 -4291673.62124775)
3533	LINESTRING (973411.1303753 -4291673.62124775,973439.87859076 -4291667.04662734,973464.76687334 -4291660.68227337)
3534	LINESTRING (972829.74109976 -4291853.83180815)
3535	LINESTRING (972829.74109976 -4291853.83180815)
3536	LINESTRING (972735.33694061 -4291832.29566992,972733.20852158 -4291824.01930898,972725.43018204 -4291814.36220919,972717.87281331 -4291807.6600832,972709.45693227 -4291803.85185641,972700.49645952 -4291803.312404,972693.65378119 -4291804.98673134,972683.21095443 -4291810.90552486,972678.07056182 -4291817.30061307,972674.31629242 -4291825.32989202,972672.96250066 -4291832.0459063,972673.81807954 -4291839.72881931,972676.94246773 -4291847.59952919,972681.64996572 -4291854.85839565,972688.82522063 -4291860.03678941,972698.34149428 -4291864.68102758)
3537	LINESTRING (972698.34149428 -4291864.68102758,972688.82522063 -4291860.03678941,972681.64996572 -4291854.85839565,972676.94246773 -4291847.59952919,972673.81807954 -4291839.72881931,972672.96250066 -4291832.0459063,972674.31629242 -4291825.32989202,972678.07056182 -4291817.30061307,972683.21095443 -4291810.90552486,972693.65378119 -4291804.98673134,972700.49645952 -4291803.312404,972709.45693227 -4291803.85185641,972717.87281331 -4291807.6600832,972725.43018204 -4291814.36220919,972733.20852158 -4291824.01930898,972735.33694061 -4291832.29566992)
3538	LINESTRING (972710.9059921 -4291920.43887176,972710.19777594 -4291915.43554286,972708.49177287 -4291911.06178583,972705.53133751 -4291907.81049874,972701.55644133 -4291905.17611727,972697.00880886 -4291904.30663761,972692.47631878 -4291904.37967002,972675.70623617 -4291908.93677713,972659.79815698 -4291913.90565213,972627.71736622 -4291923.92110112,972624.26186536 -4291924.99618919)
3539	LINESTRING (972624.26186536 -4291924.99618919,972627.71736622 -4291923.92110112,972659.79815698 -4291913.90565213,972675.70623617 -4291908.93677713,972692.47631878 -4291904.37967002,972697.00880886 -4291904.30663761,972701.55644133 -4291905.17611727,972705.53133751 -4291907.81049874,972708.49177287 -4291911.06178583,972710.19777594 -4291915.43554286,972710.9059921 -4291920.43887176)
3540	LINESTRING (975397.0571476 -4291408.59407847,975396.96405124 -4291417.23577819,975397.48625771 -4291428.18370722)
3541	LINESTRING (975397.48625771 -4291428.18370722,975396.96405124 -4291417.23577819,975397.0571476 -4291408.59407847)
3542	LINESTRING (975426.32473252 -4291622.82238437)
3543	LINESTRING (975426.32473252 -4291622.82238437)
3544	LINESTRING (975397.19168607 -4291494.01805961,975389.41050987 -4291447.40627657,975388.99420439 -4291440.7141713,975389.37909742 -4291434.6191475,975390.51174928 -4291426.99884978,975391.90637061 -4291420.14109318,975393.80364312 -4291411.81493779)
3545	LINESTRING (975393.80364312 -4291411.81493779,975391.90637061 -4291420.14109318,975390.51174928 -4291426.99884978,975389.37909742 -4291434.6191475,975388.99420439 -4291440.7141713,975389.41050987 -4291447.40627657,975397.19168607 -4291494.01805961)
3548	LINESTRING (975537.68585974 -4291509.12102859,975496.74431857 -4291516.08552897)
3549	LINESTRING (975496.74431857 -4291516.08552897,975537.68585974 -4291509.12102859)
3550	LINESTRING (975407.28636241 -4291556.28450661,975404.0719943 -4291550.46672998,975399.20825503 -4291543.78679428,975396.82705953 -4291541.23560444,975393.90770725 -4291539.24212904,975389.28131134 -4291537.14333288)
3551	LINESTRING (975389.28131134 -4291537.14333288,975393.90770725 -4291539.24212904,975396.82705953 -4291541.23560444,975399.20825503 -4291543.78679428,975404.0719943 -4291550.46672998,975407.28636241 -4291556.28450661)
3552	LINESTRING (975409.69685346 -4291451.73395739,975416.30331596 -4291459.93410989,975430.96501466 -4291479.07252245,975439.67940383 -4291491.21162779,975442.9767898 -4291495.58011379,975446.05621881 -4291498.68572515,975449.54432609 -4291500.9869429)
3553	LINESTRING (975449.54432609 -4291500.9869429,975446.05621881 -4291498.68572515,975442.9767898 -4291495.58011379,975439.67940383 -4291491.21162779,975430.96501466 -4291479.07252245,975416.30331596 -4291459.93410989,975409.69685346 -4291451.73395739)
3554	LINESTRING (975324.24892764 -4291528.84667508,975328.80896196 -4291528.06003527,975332.64650723 -4291527.80369735)
3555	LINESTRING (975332.64650723 -4291527.80369735,975328.80896196 -4291528.06003527,975324.24892764 -4291528.84667508)
3558	LINESTRING (975419.91937079 -4291537.0145383,975421.6058308 -4291545.74557067)
3559	LINESTRING (975421.6058308 -4291545.74557067,975419.91937079 -4291537.0145383)
3566	LINESTRING (974807.07451303 -4291626.97213358,974760.8309551 -4291634.78419533)
3567	LINESTRING (974760.8309551 -4291634.78419533,974807.07451303 -4291626.97213358)
3568	LINESTRING (974042.52387443 -4291647.65944622,974062.96371946 -4291653.7796982,974112.107468 -4291665.48011266,974148.89462673 -4291672.07288356,974198.04392778 -4291677.33156554,974246.28774278 -4291678.11873538,974302.33858107 -4291674.66200378)
3569	LINESTRING (974302.33858107 -4291674.66200378,974246.28774278 -4291678.11873538,974198.04392778 -4291677.33156554,974148.89462673 -4291672.07288356,974112.107468 -4291665.48011266,974062.96371946 -4291653.7796982,974042.52387443 -4291647.65944622)
3570	LINESTRING (975925.89203105 -4305320.57469777,975923.40555155 -4305321.47658337,975917.00877061 -4305322.40385185,975903.30721977 -4305327.00324628,975897.71817404 -4305330.55751018,975892.42583782 -4305334.37332372)
3571	LINESTRING (975892.42583782 -4305334.37332372,975897.71817404 -4305330.55751018,975903.30721977 -4305327.00324628,975917.00877061 -4305322.40385185,975923.40555155 -4305321.47658337,975925.89203105 -4305320.57469777)
3572	LINESTRING (984166.21663913 -4307333.35195342,984182.94407756 -4307335.51120907,984185.71992404 -4307335.65700792,984193.25924644 -4307336.06920067,984201.81310061 -4307336.3585566,984208.95523756 -4307336.34307762,984215.61997896 -4307335.80310404,984220.44796838 -4307335.0438363,984224.20412318 -4307333.85298164,984227.86888747 -4307331.89166203,984231.70094472 -4307328.94743884,984235.27977597 -4307325.55469555)
3573	LINESTRING (984235.27977597 -4307325.55469555,984231.70094472 -4307328.94743884,984227.86888747 -4307331.89166203,984224.20412318 -4307333.85298164,984220.44796838 -4307335.0438363,984215.61997896 -4307335.80310404,984208.95523756 -4307336.34307762,984201.81310061 -4307336.3585566,984193.25924644 -4307336.06920067,984185.71992404 -4307335.65700792,984182.94407756 -4307335.51120907,984166.21663913 -4307333.35195342)
3574	LINESTRING (984256.86968688 -4307335.96025098,984258.0055421 -4307340.56800351,984259.3184051 -4307344.28340286,984261.66277676 -4307347.48509217,984265.96675003 -4307351.52239806,984271.85906091 -4307356.57533304)
3575	LINESTRING (984271.85906091 -4307356.57533304,984265.96675003 -4307351.52239806,984261.66277676 -4307347.48509217,984259.3184051 -4307344.28340286,984258.0055421 -4307340.56800351,984256.86968688 -4307335.96025098)
3576	LINESTRING (970183.69183327 -4295715.69325893,970190.02496726 -4295739.40995063,970224.33426936 -4295867.59325021,970229.36180838 -4295884.99897137,970235.30162068 -4295907.01173019,970241.18173125 -4295932.44828976,970245.57768303 -4295955.74911747,970247.84396798 -4295969.36094995,970249.81793347 -4295980.93013854,970251.51473178 -4295992.82245672,970252.88885931 -4296004.33915442,970254.26298161 -4296015.85585637)
